,Capacity,Latitude,Load Entering,Longitude,Member State,NRemoval,PRemoval,Temperature
3209,6383,47.7338,10418,20.4201,HU,TRUE,TRUE,15
3210,5000,47.10793,1834,21.19871,HU,TRUE,TRUE,11
3211,4630,47.83112,2818,19.39562,HU,FALSE,FALSE,4
3212,1000,46.02152,168,19.04497,HU,FALSE,FALSE,12
3213,90,47.98,22,19.639,HU,FALSE,FALSE,10.6
3214,86333,47.18291,25610,18.58442,HU,TRUE,TRUE,13.62
3215,1500,48.1692,3471,21.58102,HU,FALSE,TRUE,12
3216,3000,46.76054,1686,16.78739,HU,FALSE,FALSE,9
3217,500,46.60221,1106,16.97459,HU,FALSE,FALSE,12.96
3218,91,46.56915,176,16.98623,HU,FALSE,FALSE,12
3219,1000,46.96078,671,16.7641,HU,FALSE,TRUE,14.55
3220,50000,47.57733,38715,19.35837,HU,FALSE,FALSE,13
3221,13,48.376,13,20.429,HU,TRUE,TRUE,6.75
3222,250,48.46816,84,21.2653,HU,FALSE,FALSE,13.05
3223,2640,47.827,2640,21.218,HU,TRUE,TRUE,13.07
3224,348,45.969,285,18.129,HU,FALSE,FALSE,15
3225,1200,46.65157,1300,16.73803,HU,FALSE,FALSE,9
3226,2033,47.61086,1259,18.64123,HU,TRUE,TRUE,9
3227,13333,46.92446,9889,20.75865,HU,TRUE,TRUE,15
3228,32000,47.41388,17424,19.38957,HU,TRUE,TRUE,9
3229,99333,47.76081,39664,19.9074,HU,TRUE,TRUE,9
3230,136,47.91541,93,19.87107,HU,FALSE,FALSE,9
3231,1208,47.8288,3619,19.76211,HU,TRUE,TRUE,13.32
3232,1666,47.79992,3846,19.88551,HU,TRUE,FALSE,9
3233,1666,46.54261,1560,18.49175,HU,FALSE,FALSE,13.32
3234,375000,47.72681,155788,17.68847,HU,TRUE,TRUE,11
3235,70243,46.6241,43167,21.26809,HU,TRUE,TRUE,9
3236,500,46.64319,816,16.92849,HU,TRUE,TRUE,9
3237,38867,47.67605,25700,21.4851,HU,TRUE,TRUE,13
3238,15580,47.69189,15580,21.65646,HU,TRUE,TRUE,15
3239,21000,47.82181,19314,21.40593,HU,FALSE,TRUE,8.7
3240,2325,47.58758,2535,21.75286,HU,FALSE,FALSE,9
3241,25480,47.42831,21970,21.37101,HU,TRUE,TRUE,13.32
3242,3254,46.39639,2600,19.15161,HU,TRUE,TRUE,9
3243,600,47.03249,320,17.52874,HU,TRUE,FALSE,13
3244,7000,48.23859,3496,21.00825,HU,TRUE,TRUE,9
3245,13300,45.84084,4713,18.2333,HU,FALSE,FALSE,15
3246,530,47.18384,680,17.81466,HU,TRUE,TRUE,12.49
3247,4010,46.68464,3291,19.01843,HU,TRUE,TRUE,13.07
3248,20000,47.66115,12414,19.68061,HU,TRUE,TRUE,16.8
3249,12000,47.82041,6455,17.45609,HU,FALSE,FALSE,13
3250,2967,47.91401,4155,17.16645,HU,FALSE,FALSE,12.6
3251,56667,46.5128,22960,18.9849,HU,TRUE,TRUE,10.6
3252,472,47.11073,325,16.88332,HU,FALSE,FALSE,14.55
3253,4017,46.32188,4017,18.14902,HU,FALSE,FALSE,12.6
3254,150000,46.3596,145588,17.8291,HU,TRUE,TRUE,9
3255,61670,47.60667,28255,17.04118,HU,FALSE,FALSE,15
3256,8100,48.15104,1897,19.72346,HU,TRUE,TRUE,13
3257,26666,47.31656,16138,20.94352,HU,TRUE,TRUE,9
3258,2500,46.4504,1164,20.82943,HU,TRUE,TRUE,15
3259,50000,48.25489,35970,20.64828,HU,FALSE,FALSE,2.87
3260,8050,46.53702,4300,19.24055,HU,TRUE,TRUE,11
3261,240000,46.89279,153000,19.71321,HU,FALSE,FALSE,13
3262,19000,46.78382,9480,19.00539,HU,FALSE,FALSE,16
3263,8000,46.56961,16000,19.38538,HU,FALSE,FALSE,15
3264,15000,47.59503,12227,18.95835,HU,FALSE,FALSE,15.52
3265,8000,46.08112,833,18.67476,HU,TRUE,TRUE,15.52
3266,1000,46.28509,1103,17.28147,HU,FALSE,FALSE,13
3267,640,47.00502,13,18.46521,HU,FALSE,FALSE,16
3268,165000,47.66302,141524,16.61975,HU,FALSE,FALSE,13.32
3269,4000,47.65231,1554,16.67376,HU,TRUE,TRUE,12.98
3270,750,46.46717,1035,16.91591,HU,FALSE,FALSE,10.05
3271,1500,48.07653,1123,19.69551,HU,TRUE,TRUE,6.12
3272,1083,47.36033,749,18.03632,HU,TRUE,TRUE,16.7
3273,8400,46.97382,9136,17.2675,HU,TRUE,TRUE,13
3274,7500,47.762,4759,18.454,HU,FALSE,FALSE,14
3275,8333,47.11958,4500,18.38278,HU,TRUE,TRUE,14
3276,10917,47.05857,7250,18.71527,HU,TRUE,TRUE,6.75
3277,8500,46.86,600,19.235,HU,FALSE,FALSE,14
3278,300,47.93637,234,20.90161,HU,TRUE,TRUE,8.7
3279,2500,47.41854,2453,16.718,HU,FALSE,FALSE,11
3280,2708,47.56615,2054,18.15367,HU,TRUE,TRUE,14
3281,84,46.856,16,16.378,HU,TRUE,TRUE,14
3282,60,46.865,19,16.356,HU,TRUE,TRUE,9
3283,2042,46.82713,1800,17.09706,HU,TRUE,TRUE,9
3284,100,48.54686,51,21.34679,HU,TRUE,TRUE,9
3285,747,46.85414,80,17.56786,HU,TRUE,TRUE,9
3286,240,48.359,113,20.428,HU,TRUE,TRUE,15
3287,1033,48.07653,2800,21.78219,HU,FALSE,FALSE,12.42
3288,250,47.296,210,17.167,HU,FALSE,FALSE,15
3289,600,47.42831,347,17.23443,HU,FALSE,FALSE,14
3290,2200,47.27418,2200,20.69578,HU,TRUE,TRUE,8.75
3291,3045,48.19761,1210,21.54098,HU,TRUE,TRUE,1.75
3292,2000,47.39572,1656,17.09846,HU,TRUE,TRUE,11
3293,3789,47.78409,3789,20.33582,HU,TRUE,TRUE,15
3294,90000,46.81782,104253,17.2335,HU,TRUE,TRUE,7.35
3295,2433,46.54726,308,21.17496,HU,TRUE,TRUE,13
3296,40833,46.6688,16919,17.40766,HU,TRUE,TRUE,13
3297,4480,47.27511,2600,18.2808,HU,TRUE,FALSE,15
3298,1250,48.24604,276,20.38331,HU,FALSE,FALSE,9
3299,3000,47.10654,3000,18.04517,HU,TRUE,TRUE,15
3300,200,48.012,101,19.691,HU,TRUE,TRUE,14
3301,4350,47.50422,7032,18.02841,HU,FALSE,FALSE,13
3302,833,46.3908,830,18.50246,HU,FALSE,FALSE,9.6
3303,6500,47.48932,8264,20.51091,HU,TRUE,TRUE,9
3304,33500,46.62969,10320,19.27175,HU,TRUE,TRUE,8.75
3305,49166,46.71072,26046,19.87061,HU,TRUE,FALSE,9
3306,16333,46.44016,31369,19.51158,HU,FALSE,FALSE,14
3307,3185,47.17313,4619,18.99095,HU,TRUE,TRUE,12.01
3308,10333,46.49138,8434,19.76118,HU,FALSE,FALSE,13
3309,5000,46.46065,3000,19.97678,HU,TRUE,FALSE,1.5
3310,7500,47.22901,9870,20.74607,HU,FALSE,FALSE,2
3311,69000,48.22974,13423,22.05322,HU,TRUE,TRUE,-3
3312,500,46.38148,380,18.4205,HU,FALSE,FALSE,-3
3313,1950,46.21617,368,20.32231,HU,FALSE,FALSE,-1.44
3314,1667,47.61505,1357,18.21142,HU,TRUE,TRUE,0.93
3315,2700,47.9508,1700,22.38245,HU,FALSE,FALSE,2
3316,5667,47.01294,3245,21.47345,HU,FALSE,FALSE,0.5
3317,27450,47.73799,19412,18.20723,HU,FALSE,FALSE,-2
3318,1900,46.18311,97,18.20816,HU,FALSE,FALSE,-3.78
3319,67500,46.22176,12723,18.23796,HU,FALSE,FALSE,-1
3320,2916,46.76241,1647,20.77588,HU,FALSE,FALSE,2
3321,123,48.46,169,21.533,HU,FALSE,FALSE,2
3322,200,47.915,65,19.617,HU,FALSE,FALSE,-3
3323,833,46.76613,190,16.54943,HU,FALSE,FALSE,-3
3324,700,48.07141,1500,22.70749,HU,FALSE,FALSE,-1
3325,20000,47.00874,14195,16.61043,HU,TRUE,FALSE,-3.78
3326,9567,47.97548,10677,20.95982,HU,TRUE,TRUE,0.01
3327,910,46.95333,1479,21.05388,HU,FALSE,FALSE,-3.78
3328,1025,46.89465,829,21.01989,HU,TRUE,TRUE,-2.55
3329,2114,46.44575,4257,21.03898,HU,TRUE,TRUE,0.75
3330,4170,47.43018,371,20.82058,HU,FALSE,FALSE,0.97
3331,5914,46.84669,4564,20.30368,HU,FALSE,FALSE,2
3332,3000,47.04693,1713,19.11436,HU,FALSE,FALSE,-3
3333,14200,47.75988,12545,17.49475,HU,FALSE,FALSE,0.55
3334,3000,47.24531,2900,17.46541,HU,TRUE,TRUE,1.5
3335,4150,47.76081,2750,18.46195,HU,FALSE,FALSE,-3
3336,200,48.345,307,20.791,HU,FALSE,FALSE,-3
3337,6750,47.04041,4200,19.54464,HU,FALSE,FALSE,1
3338,300,48.345,71,20.873,HU,TRUE,TRUE,-1
3339,9376,46.869,1666,19.995,HU,TRUE,TRUE,2
3340,6667,47.69375,3094,18.76464,HU,FALSE,FALSE,2.25
3341,833,46.37403,520,18.36602,HU,FALSE,FALSE,-2.68
3342,15800,46.61898,8229,16.5471,HU,FALSE,FALSE,-2.46
3343,8708,47.37803,4290,21.873,HU,FALSE,FALSE,-2.67
3344,3450,46.42153,3885,16.7208,HU,FALSE,FALSE,-2.43
3345,4792,47.97874,4754,21.9992,HU,TRUE,TRUE,-1.99
3346,4167,48.20878,1365,19.59027,HU,TRUE,TRUE,-1.75
3347,5250,46.55378,3511,16.56154,HU,FALSE,FALSE,0.02
3348,2352,46.41827,668,21.21733,HU,TRUE,TRUE,1.5
3349,663,47.76546,303,19.6727,HU,FALSE,FALSE,-1
3350,5000,47.49118,8063,16.79763,HU,TRUE,TRUE,-1.4
3351,0,48.031,395,19.696,HU,FALSE,FALSE,-2
3352,12000,46.67393,13460,18.95929,HU,TRUE,FALSE,2
3353,2100,46.3284,1802,18.22073,HU,FALSE,FALSE,2
3354,930,48.05418,36,22.86116,HU,FALSE,FALSE,-2.68
3355,301,46.754,185,16.355,HU,TRUE,TRUE,1.1
3356,7000,47.7962,4347,20.42476,HU,TRUE,TRUE,-2.46
3357,30000,46.21012,18290,20.44851,HU,TRUE,TRUE,-3
3358,4300,48.31775,1700,22.17848,HU,TRUE,TRUE,0.46
3359,35000,46.578,5875,17.42815,HU,FALSE,FALSE,1.07
3360,4200,47.90097,2450,22.01876,HU,FALSE,FALSE,0.91
3361,2000,47.80598,859,20.08389,HU,FALSE,FALSE,-2.67
3362,200,48.018,72,19.71,HU,TRUE,TRUE,-2.65
3363,1000,47.11771,1050,17.81792,HU,TRUE,TRUE,-1
3364,1667,46.4681,496,20.24221,HU,FALSE,FALSE,1.1
3365,6600,47.01992,6400,20.27109,HU,FALSE,FALSE,2
3366,56700,47.97269,26356,22.33262,HU,FALSE,FALSE,-1.75
3367,2000,47.8884,176,19.84779,HU,FALSE,FALSE,-3
3368,7050,46.27485,3117,18.40514,HU,FALSE,FALSE,-3
3369,2917,46.23387,1750,18.48244,HU,FALSE,FALSE,-1
3370,2000,46.47276,1360,21.01942,HU,FALSE,FALSE,-3
3371,4200,48.17852,1966,21.05062,HU,TRUE,TRUE,1.09
3372,330,46.21291,139,19.37979,HU,FALSE,FALSE,-1
3373,395,46.93796,295,20.44991,HU,FALSE,FALSE,-3.53
3374,18910,46.82434,6052,21.04317,HU,TRUE,TRUE,5
3375,6125,47.8423,4269,20.9072,HU,TRUE,TRUE,0.94
3376,8100,46.30884,3282,20.80102,HU,FALSE,FALSE,1.02
3377,120,46.95892,129,20.42057,HU,TRUE,TRUE,0.99
3378,17280,46.39545,8180,20.92117,HU,TRUE,TRUE,1.05
3379,17995,47.78968,10991,20.57936,HU,FALSE,FALSE,0.4
3380,1720,46.80618,1262,18.49175,HU,TRUE,FALSE,2
3381,7880,46.985,13392,20.63431,HU,FALSE,FALSE,-2
3382,1600,46.51048,784,20.19146,HU,FALSE,FALSE,-2.1
3383,350000,48.08445,238177,20.85551,HU,FALSE,FALSE,2
3384,600,46.63714,190,18.49361,HU,FALSE,FALSE,2
3385,1458,47.67047,1166,18.19325,HU,TRUE,TRUE,0.96
3386,667,47.73147,458,18.61748,HU,TRUE,TRUE,0.96
3387,20000,45.97588,13724,18.7027,HU,FALSE,FALSE,2
3388,900,46.38242,755,16.82837,HU,FALSE,FALSE,-1
3389,26863,47.35753,21287,19.42542,HU,TRUE,TRUE,-1
3390,3250,48.02484,1180,20.32604,HU,FALSE,FALSE,1.09
3391,24792,47.36312,16646,18.19325,HU,TRUE,TRUE,-3
3392,4170,46.21291,5578,19.90041,HU,FALSE,FALSE,-3
3393,53888,47.8423,79505,17.29264,HU,TRUE,TRUE,0.5
3394,1500,46.35261,1697,16.87307,HU,FALSE,FALSE,-3.78
3395,1250,46.97615,1370,16.61509,HU,TRUE,TRUE,-2.18
3396,3500,47.44182,5395,21.13677,HU,TRUE,TRUE,-2.93
3397,71250,46.21989,19504,17.36995,HU,TRUE,TRUE,1.21
3398,2290,48.25861,1165,20.54444,HU,FALSE,FALSE,1.5
3399,525,48.00249,252,19.70343,HU,TRUE,TRUE,1.5
3400,5833,47.60714,6003,16.71707,HU,TRUE,TRUE,0.94
3401,200,47.96198,50,21.54703,HU,FALSE,FALSE,2.01
3402,2750,47.6402,1434,18.06799,HU,TRUE,TRUE,3
3403,5000,47.86931,7000,21.82271,HU,FALSE,FALSE,-2.53
3404,118100,46.43317,86210,16.98204,HU,FALSE,FALSE,-2.93
3405,7917,47.398,2333,19.763,HU,TRUE,TRUE,-1.5
3406,6000,47.42366,1076,19.76164,HU,FALSE,FALSE,2
3407,200,48.039,58,19.725,HU,TRUE,TRUE,-0.04
3408,98150,47.03901,37543,19.8124,HU,FALSE,FALSE,0.98
3409,816,46.65577,1710,20.66924,HU,FALSE,FALSE,2.32
3410,4623,46.99477,3600,17.68427,HU,TRUE,TRUE,-3
3411,2100,47.6998,1920,18.26497,HU,TRUE,TRUE,-1.33
3412,15000,46.81782,12568,17.48683,HU,TRUE,TRUE,-0.11
3413,3013,46.341,687,19.04,HU,TRUE,TRUE,1.03
3414,1333,47.28675,1750,17.29823,HU,TRUE,TRUE,-2.93
3415,550,47.40364,210,17.01464,HU,FALSE,FALSE,1.06
3416,5287,47.94056,3849,19.0459,HU,FALSE,FALSE,-2.43
3417,4602,47.91169,3522,20.47179,HU,TRUE,TRUE,2
3418,1500,46.67858,974,16.68075,HU,FALSE,FALSE,2
3419,3820,47.88188,1999,19.14742,HU,FALSE,FALSE,-3.78
3420,3075,47.25881,1580,19.50645,HU,FALSE,FALSE,-3.78
3421,8750,47.75755,7037,18.5332,HU,FALSE,FALSE,-2.93
3422,4000,47.52843,2579,22.00153,HU,FALSE,TRUE,-2.93
3423,3417,47.58897,2604,21.95449,HU,FALSE,FALSE,0.97
3424,2008,47.00688,1800,17.45749,HU,TRUE,TRUE,-0.5
3425,5013,47.67745,5782,21.88837,HU,FALSE,TRUE,2
3426,27330,47.82228,13000,22.13471,HU,FALSE,FALSE,0.5
3427,2333,48.07886,4879,21.86415,HU,TRUE,TRUE,-3
3428,133333,47.98014,292013,21.70536,HU,TRUE,TRUE,-3
3429,3609,47.706,2131,22.031,HU,FALSE,TRUE,-3
3430,6000,47.92566,3970,21.62433,HU,TRUE,FALSE,-3
3431,6400,48.00435,1852,21.64203,HU,FALSE,FALSE,-3
3432,14417,47.2821,11972,19.2317,HU,TRUE,TRUE,-3
3433,200,48.14639,103,20.95889,HU,FALSE,FALSE,-3
3434,1100,46.01873,1100,18.40746,HU,FALSE,FALSE,-3
3435,3333,46.49278,972,20.10391,HU,FALSE,FALSE,2
3436,1870,46.16634,322,18.13505,HU,TRUE,TRUE,-2.93
3437,52470,46.54307,48370,20.66085,HU,TRUE,TRUE,-1.4
3438,66667,47.4991,29572,18.31479,HU,TRUE,TRUE,-2.66
3439,57000,48.23766,15602,20.33069,HU,FALSE,FALSE,-2.66
3440,2500,46.89971,311,20.39158,HU,FALSE,FALSE,0.9
3441,2520,46.83644,1900,16.44,HU,TRUE,TRUE,2
3442,7096,47.12097,8317,19.43055,HU,FALSE,FALSE,-2.52
3443,1750,47.15636,2150,18.19419,HU,TRUE,TRUE,2
3444,1750,47.16707,2300,18.08522,HU,TRUE,TRUE,-1.4
3445,5525,46.72469,3017,17.0002,HU,FALSE,FALSE,-2.66
3446,1167,46.59476,1983,16.64815,HU,FALSE,FALSE,2
3447,16250,46.59663,22485,18.85451,HU,FALSE,FALSE,2
3448,4185,48.46816,2428,21.52887,HU,FALSE,FALSE,-3
3449,5830,47.45672,4066,17.15853,HU,FALSE,FALSE,2
3450,70,48.53,12,21.352,HU,FALSE,FALSE,-3
3451,126250,47.32913,94000,17.44026,HU,TRUE,TRUE,-1.97
3452,750,47.91215,370,19.98563,HU,FALSE,FALSE,-1.33
3453,13333,47.92426,5807,19.68806,HU,FALSE,FALSE,-1.99
3454,6500,47.50189,11166,18.82191,HU,TRUE,TRUE,1.33
3455,29900,47.49305,8986,19.31972,HU,TRUE,TRUE,0.27
3456,400000,46.05458,290133,18.15181,HU,TRUE,TRUE,-3
3457,7317,46.14958,3835,18.42237,HU,FALSE,FALSE,0.5
3458,2800,47.60853,1726,18.75765,HU,TRUE,TRUE,-3
3459,360,47.41947,582,16.657,HU,FALSE,FALSE,1.07
3460,7050,48.00435,4517,20.11276,HU,FALSE,FALSE,-1.33
3461,5000,47.15962,5000,18.13737,HU,TRUE,FALSE,-2.65
3462,4500,47.75941,3607,19.70204,HU,FALSE,FALSE,0.07
3463,204,46.4369,429,16.90753,HU,FALSE,FALSE,-3.78
3464,7834,47.27185,4902,19.57071,HU,FALSE,TRUE,-2.51
3465,4500,47.60155,2872,19.00027,HU,TRUE,TRUE,1.07
3466,5500,47.63601,6947,18.81586,HU,FALSE,FALSE,0.01
3467,2930,47.65231,2339,18.78466,HU,TRUE,TRUE,-2
3468,1866,47.76593,1435,18.96441,HU,TRUE,TRUE,0.9
3469,1000,47.68769,185,18.91132,HU,FALSE,FALSE,-2.93
3470,23806,47.60527,17292,18.92296,HU,TRUE,TRUE,-1.75
3471,7140,47.88374,6088,21.11861,HU,FALSE,TRUE,2
3472,250,47.0474,176,18.30083,HU,FALSE,FALSE,-1.35
3473,6125,47.04321,5500,18.30734,HU,TRUE,TRUE,2
3474,4200,47.86745,3000,22.56685,HU,FALSE,FALSE,0.99
3475,900,47.159,653,16.464,HU,FALSE,FALSE,0
3476,350,47.48885,141,16.90148,HU,TRUE,TRUE,-3
3477,3200,47.14705,4700,18.78606,HU,TRUE,TRUE,-3
3478,4645,47.444,2500,18.235,HU,FALSE,FALSE,2
3479,995,47.39805,1262,18.7949,HU,TRUE,TRUE,-3
3480,6500,48.28562,2796,20.4527,HU,FALSE,FALSE,-3
3481,4962,47.76267,3408,19.36349,HU,TRUE,TRUE,1.04
3482,13542,47.3091,10021,21.09533,HU,FALSE,FALSE,2
3483,4666,47.60667,4698,17.43141,HU,TRUE,TRUE,-2.93
3484,3500,47.01107,4226,18.94718,HU,TRUE,TRUE,-2.93
3485,9357,47.261,8100,18.837,HU,TRUE,TRUE,-1
3486,34167,47.16056,18357,18.87314,HU,TRUE,TRUE,1.5
3487,626,47.072,410,16.579,HU,FALSE,FALSE,3
3488,9388,48.11286,4700,21.48882,HU,FALSE,FALSE,-0.5
3489,8440,47.92938,3024,20.12812,HU,TRUE,TRUE,2
3490,1500,46.61572,1688,16.46235,HU,FALSE,FALSE,0.97
3491,466,48.04626,284,20.53466,HU,FALSE,FALSE,0.96
3492,3000,47.42552,2695,17.02162,HU,FALSE,FALSE,-1.37
3493,3500,47.93031,2107,19.1423,HU,FALSE,FALSE,-3
3494,613,47.92659,155,19.13065,HU,FALSE,FALSE,-3
3495,13333,46.82434,4998,17.60464,HU,TRUE,TRUE,-3
3496,1800,47.91727,610,19.24567,HU,FALSE,FALSE,-3
3497,320,47.78502,575,19.74488,HU,FALSE,FALSE,-3
3498,4909,46.21058,4570,20.04337,HU,FALSE,FALSE,-3.53
3499,750,48.29913,283,20.67017,HU,FALSE,FALSE,2
3500,1800,46.28509,841,19.75698,HU,FALSE,FALSE,1.02
3501,26333,48.15477,1190,20.70742,HU,FALSE,FALSE,2
3502,200,48.288,133,20.539,HU,TRUE,TRUE,1.22
3503,17433,48.21717,7972,20.73024,HU,FALSE,FALSE,2.24
3504,75000,48.04161,23452,19.79983,HU,TRUE,TRUE,3.49
3505,2013,47.93683,619,20.66644,HU,FALSE,TRUE,0
3506,13125,46.89652,11600,18.58535,HU,TRUE,FALSE,-3
3507,2000,47.67838,2637,18.6729,HU,FALSE,FALSE,-2
3508,4350,46.74937,5763,21.37054,HU,FALSE,FALSE,-0.05
3509,4667,47.24624,4850,18.34925,HU,TRUE,TRUE,-3
3510,26588,48.30425,18391,21.5638,HU,FALSE,TRUE,2
3511,37000,47.2616,25772,16.9527,HU,TRUE,TRUE,-3
3512,6000,46.25203,3585,18.11549,HU,FALSE,FALSE,-3
3513,24292,48.38621,18673,21.66485,HU,FALSE,FALSE,2
3514,4483,45.94189,2208,18.6254,HU,FALSE,TRUE,1.5
3515,6500,45.88321,571,17.85611,HU,FALSE,FALSE,1.5
3516,5600,45.85434,5694,18.28686,HU,FALSE,FALSE,1.5
3517,10000,46.75076,1500,18.56114,HU,FALSE,FALSE,1.5
3518,750,46.38987,1340,18.64449,HU,FALSE,FALSE,-3
3519,195000,46.91095,76277,18.08196,HU,TRUE,TRUE,2
3520,2500,47.92146,701,20.18727,HU,FALSE,FALSE,2
3521,80,46.869,20,16.349,HU,TRUE,TRUE,-1
3522,20,46.864,10,16.342,HU,TRUE,TRUE,-1.75
3523,140,46.866,114,16.363,HU,TRUE,TRUE,1.5
3524,587,46.28276,580,18.624,HU,FALSE,FALSE,-1.36
3525,1900,48.05092,2000,22.34892,HU,FALSE,FALSE,-2
3526,8020,47.44322,4160,17.32105,HU,FALSE,FALSE,-3
3527,4800,47.31656,2500,18.0489,HU,TRUE,TRUE,-3
3528,30083,46.85461,24222,20.53466,HU,FALSE,FALSE,-2.18
3529,155,47.98759,225,20.33349,HU,FALSE,FALSE,-3
3530,18000,47.29979,20160,18.91784,HU,FALSE,FALSE,-3
3531,11666,48.08492,3491,19.53067,HU,FALSE,FALSE,-1.4
3532,2450,46.47788,2050,18.6715,HU,TRUE,TRUE,1.36
3533,250000,46.2171,288191,20.11928,HU,FALSE,FALSE,1.95
3534,19983,47.00595,5545,21.15167,HU,TRUE,TRUE,1.5
3535,277000,47.18384,185690,18.38837,HU,TRUE,FALSE,-1
3536,1250,46.50768,1512,20.52395,HU,FALSE,FALSE,-1
3537,136500,46.33585,55500,18.71621,HU,TRUE,TRUE,-1
3538,71000,47.64392,43684,19.07757,HU,TRUE,TRUE,0.06
3539,219000,46.63574,57475,20.24082,HU,FALSE,FALSE,0.04
3540,12666,46.03456,5595,17.98603,HU,TRUE,TRUE,-3.53
3541,1200,47.07953,2281,16.47492,HU,FALSE,TRUE,2
3542,15930,48.15104,8351,21.22246,HU,TRUE,TRUE,2
3543,33333,47.32307,23235,19.04311,HU,FALSE,FALSE,2
3544,25333,46.03688,7106,17.80814,HU,TRUE,TRUE,0.95
3545,8000,48.19761,7944,20.94026,HU,TRUE,TRUE,-3
3546,2150,48.12217,1081,20.04011,HU,TRUE,TRUE,-3
3547,6667,48.11844,981,20.38518,HU,TRUE,TRUE,1.34
3548,6500,47.83112,4342,18.87826,HU,FALSE,FALSE,2.24
3549,113000,47.14985,123674,20.16957,HU,TRUE,TRUE,-2.9
3550,262500,47.22249,192131,16.63605,HU,TRUE,TRUE,2
3551,2000,47.68444,2925,18.35019,HU,TRUE,TRUE,-1.75
3552,3300,47.72448,2266,19.16837,HU,FALSE,FALSE,-1.75
3553,2500,48.492,802,20.694,HU,FALSE,FALSE,2.25
3554,150,48.418,43,20.448,HU,TRUE,TRUE,-2
3555,1450,48.03648,363,19.33276,HU,FALSE,FALSE,-1.51
3556,7390,46.73446,4233,18.05961,HU,FALSE,FALSE,0.79
3557,8990,47.10747,3167,19.47432,HU,FALSE,FALSE,2
3558,1665,47.089,1500,18.418,HU,FALSE,FALSE,-3
3559,17120,46.63248,8017,18.28639,HU,FALSE,FALSE,-2.65
3560,4000,47.33704,963,19.76257,HU,FALSE,FALSE,-3
3561,30000,46.8737,30474,17.4384,HU,TRUE,TRUE,-1.95
3562,2667,47.94335,893,19.71461,HU,FALSE,FALSE,-3
3563,416,48.17945,599,20.54304,HU,TRUE,TRUE,2
3564,1250,47.66255,1729,18.44844,HU,TRUE,TRUE,0.5
3565,2100,47.60387,3839,18.51783,HU,TRUE,TRUE,-1.4
3566,833,48.10308,900,22.54776,HU,FALSE,FALSE,5
3567,4250,47.00874,2890,19.03659,HU,TRUE,TRUE,5
3568,12000,47.73473,7945,18.65613,HU,TRUE,TRUE,2
3569,37500,47.67792,20403,18.31014,HU,FALSE,FALSE,-2.18
3570,109416,47.59549,99168,18.38139,HU,TRUE,TRUE,1.02
3571,5133,47.54846,2588,18.82378,HU,TRUE,TRUE,2
3572,1166,48.50821,415,21.31885,HU,TRUE,TRUE,0
3573,1947,46.53981,1430,18.70736,HU,TRUE,TRUE,-2.43
3574,750,47.26952,940,18.05495,HU,TRUE,TRUE,-3
3575,5833,47.50562,5572,17.51617,HU,FALSE,FALSE,-3
3576,1666,46.412,1800,18.456,HU,TRUE,FALSE,-0.5
3577,2773,48.10122,2426,22.81972,HU,FALSE,FALSE,2
3578,2625,48.14545,4651,21.63411,HU,TRUE,TRUE,1.08
3579,4450,47.68444,4573,20.99567,HU,FALSE,FALSE,5
3580,617,48.02345,280,21.22711,HU,FALSE,FALSE,5
3581,2625,47.68583,1023,20.8448,HU,TRUE,TRUE,2
3582,4000,46.98686,2500,20.27109,HU,FALSE,FALSE,2
3583,18333,47.62064,10701,20.78333,HU,TRUE,TRUE,2
3584,32000,46.9375,1804,20.12161,HU,FALSE,FALSE,2
3585,1866,47.78316,944,20.99381,HU,TRUE,TRUE,-1
3586,5798,48.007,5001,21.37,HU,TRUE,TRUE,0.9
3587,4678,46.81596,1986,20.09693,HU,TRUE,TRUE,0.93
3588,16333,47.92333,13642,21.04084,HU,FALSE,FALSE,-2
3589,14275,47.93637,9291,21.35611,HU,FALSE,TRUE,2
3590,1132,46.66368,900,16.79344,HU,FALSE,FALSE,0.92
3591,17700,48.10028,6349,21.42549,HU,TRUE,TRUE,-2.93
3592,330,47.27,248,17.105,HU,FALSE,FALSE,2
3593,20000,46.41408,17820,18.78326,HU,FALSE,FALSE,3
3594,200,48.323,68,20.886,HU,FALSE,FALSE,1.8
3595,75,48.52172,61,20.77029,HU,TRUE,TRUE,1.02
3596,150,48.521,31,20.871,HU,TRUE,TRUE,-2.93
3597,4166,46.42246,1991,20.72046,HU,TRUE,TRUE,0.97
3598,3000,46.39313,4484,16.78739,HU,FALSE,FALSE,-2.18
3599,28438,47.31935,37940,18.96674,HU,FALSE,FALSE,1.06
3600,25516,47.44974,21315,18.9211,HU,TRUE,TRUE,-3.78
3601,10179,47.1992,9883,20.4187,HU,TRUE,TRUE,-2
3602,1073,47.97362,700,22.44066,HU,FALSE,FALSE,-3
3603,10559,47.58711,5985,19.64848,HU,FALSE,FALSE,-1.97
3604,6454,47.09257,3905,20.75259,HU,FALSE,FALSE,-2.02
3605,933,47.9685,2100,22.76244,HU,FALSE,FALSE,-3
3606,7000,48.33219,2000,22.10956,HU,FALSE,FALSE,-2.03
3607,1000,46.97522,1200,17.09706,HU,TRUE,TRUE,-2.08
3608,3500,47.48187,4600,18.56998,HU,FALSE,FALSE,-2
3609,9783,47.79433,7271,21.68301,HU,TRUE,TRUE,1.07
3610,3840,47.22528,3349,19.39096,HU,FALSE,FALSE,-3.78
